"taxonID","description","type","source","language"
"rinse-pathways-checklist:taxon:51541a634ba7460ca45df83a9743579f","cbd_2014_pathway:escape","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:51541a634ba7460ca45df83a9743579f","cbd_2014_pathway:stowaway","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:51541a634ba7460ca45df83a9743579f","cbd_2014_pathway:contaminant","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:517d479d76289daba42b844edcdbcd8a","Africa (WGSRPD:2)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:517d479d76289daba42b844edcdbcd8a","cbd_2014_pathway:escape","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:51aeab97b48f0eddfcb2ef4d2dfee0d8","Asia","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:51aeab97b48f0eddfcb2ef4d2dfee0d8","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:51aeab97b48f0eddfcb2ef4d2dfee0d8","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:539d91446936e74d55a474af05744a68","Australia (WGSRPD:50)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:5554708d40b0ee2c710d09c27c0d151e","Northern America (WGSRPD:7)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:5554708d40b0ee2c710d09c27c0d151e","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:5554708d40b0ee2c710d09c27c0d151e","cbd_2014_pathway:stowaway","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:5554708d40b0ee2c710d09c27c0d151e","cbd_2014_pathway:contaminant","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:5554708d40b0ee2c710d09c27c0d151e","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:5554708d40b0ee2c710d09c27c0d151e","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:5586e558b4a173a3783f285053ac8e7d","Asia","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5586e558b4a173a3783f285053ac8e7d","Europe (WGSRPD:1)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5586e558b4a173a3783f285053ac8e7d","cbd_2014_pathway:escape","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:56a341c5a46642f373bb5bd715ef4916","Europe (WGSRPD:1)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:56a341c5a46642f373bb5bd715ef4916","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:56a341c5a46642f373bb5bd715ef4916","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:572c66e7eb324e959ec2a6b1df4cf8e4","Asia","native range","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | www.animalbase.uni-goettingen.de | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:572c66e7eb324e959ec2a6b1df4cf8e4","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | www.animalbase.uni-goettingen.de | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:572c66e7eb324e959ec2a6b1df4cf8e4","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | www.animalbase.uni-goettingen.de | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:577fc9bc35ff9101cdb6700fce1108f4","Southern America (WGSRPD:8)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:577fc9bc35ff9101cdb6700fce1108f4","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:577fc9bc35ff9101cdb6700fce1108f4","cbd_2014_pathway:escape","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:577fc9bc35ff9101cdb6700fce1108f4","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:577fc9bc35ff9101cdb6700fce1108f4","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:58f660f08b2f7f827c9a1a31b0ae21a5","Northern America (WGSRPD:7)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en","en"
"rinse-pathways-checklist:taxon:58f660f08b2f7f827c9a1a31b0ae21a5","Southern America (WGSRPD:8)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en","en"
"rinse-pathways-checklist:taxon:58f660f08b2f7f827c9a1a31b0ae21a5","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en","en"
"rinse-pathways-checklist:taxon:58f660f08b2f7f827c9a1a31b0ae21a5","cbd_2014_pathway:escape","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en","en"
"rinse-pathways-checklist:taxon:58f660f08b2f7f827c9a1a31b0ae21a5","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en","en"
"rinse-pathways-checklist:taxon:58f660f08b2f7f827c9a1a31b0ae21a5","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en","en"
"rinse-pathways-checklist:taxon:59145d96c0fea7f2a1da753dd4c278f5","Northern America (WGSRPD:7)","native range","http://www.cabi.org/isc | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:59145d96c0fea7f2a1da753dd4c278f5","Southern America (WGSRPD:8)","native range","http://www.cabi.org/isc | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:59145d96c0fea7f2a1da753dd4c278f5","cbd_2014_pathway:stowaway","pathway","http://www.cabi.org/isc | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:59145d96c0fea7f2a1da753dd4c278f5","cbd_2014_pathway:contaminant","pathway","http://www.cabi.org/isc | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:5bb0a072a7ee3448d9b3c0c9a9e994d2","Southern America (WGSRPD:8)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5bb0a072a7ee3448d9b3c0c9a9e994d2","cbd_2014_pathway:escape","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5bbc2b677908cbae5f6c60c6b3377206","Asia","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:5bbc2b677908cbae5f6c60c6b3377206","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:5bbc2b677908cbae5f6c60c6b3377206","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:5bbc2b677908cbae5f6c60c6b3377206","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:5bbc2b677908cbae5f6c60c6b3377206","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:5bbc2b677908cbae5f6c60c6b3377206","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:5bbc2b677908cbae5f6c60c6b3377206","cbd_2014_pathway:natural_dispersal","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:5bbc2b677908cbae5f6c60c6b3377206","cbd_2014_pathway:unaided","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:5c5c94c7420c04810ccdcbfaf70a0fea","Northern America (WGSRPD:7)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5c5c94c7420c04810ccdcbfaf70a0fea","cbd_2014_pathway:release","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5c5c94c7420c04810ccdcbfaf70a0fea","cbd_2014_pathway:natural_dispersal","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5c5c94c7420c04810ccdcbfaf70a0fea","cbd_2014_pathway:unaided","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5c77ae5ae2856b3f7b76c763d9332dc4","Africa (WGSRPD:2)","native range","http://www.issg.org/database | http://www.fao.org/fishery/introsp/search/en","en"
"rinse-pathways-checklist:taxon:5c77ae5ae2856b3f7b76c763d9332dc4","cbd_2014_pathway:escape","pathway","http://www.issg.org/database | http://www.fao.org/fishery/introsp/search/en","en"
"rinse-pathways-checklist:taxon:5cd0b52bc9dc0df2dffff61fcc25a3e7","Asia","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:5cd0b52bc9dc0df2dffff61fcc25a3e7","Europe (WGSRPD:1)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:5cd0b52bc9dc0df2dffff61fcc25a3e7","cbd_2014_pathway:stowaway","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:5cd0b52bc9dc0df2dffff61fcc25a3e7","cbd_2014_pathway:contaminant","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:5d0e2e7cdd586ef1bc845610d2335d55","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:5d0e2e7cdd586ef1bc845610d2335d55","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:5d0e2e7cdd586ef1bc845610d2335d55","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:5d951ba3e6532408900c60241c3a874f","Asia","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5d951ba3e6532408900c60241c3a874f","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5d951ba3e6532408900c60241c3a874f","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5d951ba3e6532408900c60241c3a874f","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:5db4231e89150f57690391e49c30f1aa","Europe (WGSRPD:1)","native range","http://www.europe-aliens.org","en"
"rinse-pathways-checklist:taxon:5db4231e89150f57690391e49c30f1aa","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org","en"
"rinse-pathways-checklist:taxon:5e93ac2ec1ac59c440c7d084a0db4192","Asia","native range","http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:5e93ac2ec1ac59c440c7d084a0db4192","Europe (WGSRPD:1)","native range","http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:60094ac899f716cdd414c875155d03f1","Northern America (WGSRPD:7)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org","en"
"rinse-pathways-checklist:taxon:60094ac899f716cdd414c875155d03f1","Southern America (WGSRPD:8)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org","en"
"rinse-pathways-checklist:taxon:6198e1bcc2afea11bbd227fd48cca203","Northern America (WGSRPD:7)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1365-2427.2010.02396.x","en"
"rinse-pathways-checklist:taxon:61f609684b41958d43a905df2ac3bcae","Europe (WGSRPD:1)","native range","http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:62d4575da0e1ffbcc06c9be55c857e34","Africa (WGSRPD:2)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:62d4575da0e1ffbcc06c9be55c857e34","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:62d4575da0e1ffbcc06c9be55c857e34","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:639fb4499854ab0a31f6ce1a3c449250","Europe (WGSRPD:1)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:639fb4499854ab0a31f6ce1a3c449250","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:639fb4499854ab0a31f6ce1a3c449250","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
